World Region,Country,target,value
Near East/South Asia,Afghanistan,Alabama,48
East Asia,Burma,Alabama,57
Africa,Burundi,Alabama,1
Africa,Central African Republic,Alabama,5
Latin America/Caribbean,Colombia,Alabama,18
Latin America/Caribbean,Cuba,Alabama,43
Africa,Dem. Rep. Congo,Alabama,183
Latin America/Caribbean,El Salvador,Alabama,1
Africa,Eritrea,Alabama,8
Africa,Ethiopia,Alabama,16
Latin America/Caribbean,Honduras,Alabama,4
Near East/South Asia,Iran,Alabama,32
Near East/South Asia,Iraq,Alabama,263
Africa,Ivory Coast,Alabama,1
Near East/South Asia,Pakistan,Alabama,19
Africa,Rwanda,Alabama,6
Africa,Somalia,Alabama,173
Africa,Sudan,Alabama,55
Europe,Ukraine,Alabama,7
East Asia,Vietnam,Alabama,9
Near East/South Asia,Bhutan,Alaska,90
East Asia,Burma,Alaska,90
Latin America/Caribbean,Colombia,Alaska,6
Africa,Congo,Alaska,3
Latin America/Caribbean,Cuba,Alaska,9
Africa,Dem. Rep. Congo,Alaska,95
Africa,Eritrea,Alaska,29
Africa,Ethiopia,Alaska,11
Near East/South Asia,Iran,Alaska,4
Near East/South Asia,Iraq,Alaska,47
Europe,Moldova,Alaska,4
Near East/South Asia,Palestine,Alaska,7
Africa,Republic of South Sudan,Alaska,8
Europe,Russia,Alaska,23
Africa,Rwanda,Alaska,6
Africa,Somalia,Alaska,278
Africa,Sudan,Alaska,112
Europe,Ukraine,Alaska,128
Europe,Uzbekistan,Alaska,7
Near East/South Asia,Afghanistan,Arizona,650
Near East/South Asia,Algeria,Arizona,1
Near East/South Asia,Bhutan,Arizona,1610
East Asia,Burma,Arizona,2890
Africa,Burundi,Arizona,380
Africa,Cameroon,Arizona,10
Africa,Central African Republic,Arizona,187
Africa,Chad,Arizona,27
East Asia,China,Arizona,6
Latin America/Caribbean,Colombia,Arizona,66
Africa,Congo,Arizona,26
Latin America/Caribbean,Cuba,Arizona,455
Africa,Dem. Rep. Congo,Arizona,5154
Near East/South Asia,Egypt,Arizona,1
Africa,Equatorial Guinea,Arizona,2
Africa,Eritrea,Arizona,1050
Africa,Ethiopia,Arizona,308
Africa,Gabon,Arizona,1
Africa,Guinea,Arizona,6
Latin America/Caribbean,Honduras,Arizona,6
Near East/South Asia,India,Arizona,2
Near East/South Asia,Iran,Arizona,556
Near East/South Asia,Iraq,Arizona,5448
Africa,Ivory Coast,Arizona,14
Near East/South Asia,Jordan,Arizona,7
Europe,Kazakhstan,Arizona,5
East Asia,"Korea, North",Arizona,8
Near East/South Asia,Kuwait,Arizona,9
Near East/South Asia,Lebanon,Arizona,1
Africa,Liberia,Arizona,26
Europe,Moldova,Arizona,1
Near East/South Asia,Nepal,Arizona,9
Near East/South Asia,Pakistan,Arizona,112
Near East/South Asia,Palestine,Arizona,86
Africa,Republic of South Sudan,Arizona,50
Europe,Russia,Arizona,2
Africa,Rwanda,Arizona,92
Africa,Senegal,Arizona,5
Europe,Serbia,Arizona,2
Africa,Sierra Leone,Arizona,1
Africa,Somalia,Arizona,3547
Africa,South Africa,Arizona,1
Near East/South Asia,Sri Lanka (Ceylon),Arizona,9
Africa,Sudan,Arizona,530
Near East/South Asia,Syria,Arizona,1295
Africa,Togo,Arizona,5
Near East/South Asia,Turkey,Arizona,2
Europe,Turkmenistan,Arizona,3
Africa,Uganda,Arizona,10
Europe,Ukraine,Arizona,5
Near East/South Asia,United Arab Emirates,Arizona,1
Europe,Uzbekistan,Arizona,82
East Asia,Vietnam,Arizona,4
Near East/South Asia,Afghanistan,Arkansas,1
Near East/South Asia,Bhutan,Arkansas,3
East Asia,Burma,Arkansas,42
Africa,Cameroon,Arkansas,2
Latin America/Caribbean,Colombia,Arkansas,5
Africa,Dem. Rep. Congo,Arkansas,97
Latin America/Caribbean,El Salvador,Arkansas,30
Africa,Ethiopia,Arkansas,2
Latin America/Caribbean,Honduras,Arkansas,1
Near East/South Asia,Iran,Arkansas,2
Near East/South Asia,Iraq,Arkansas,31
Africa,Liberia,Arkansas,5
Africa,Rwanda,Arkansas,4
Near East/South Asia,Syria,Arkansas,1
Europe,Ukraine,Arkansas,8
Near East/South Asia,Afghanistan,California,1912
Europe,Armenia,California,258
Europe,Azerbaijan,California,16
Near East/South Asia,Bangladesh,California,1
Europe,Belarus,California,186
Near East/South Asia,Bhutan,California,555
Europe,Bulgaria,California,1
East Asia,Burma,California,2448
Africa,Burundi,California,101
East Asia,Cambodia,California,20
Africa,Cameroon,California,9
Africa,Central African Republic,California,35
Africa,Chad,California,5
East Asia,China,California,65
Latin America/Caribbean,Colombia,California,47
Africa,Congo,California,17
Latin America/Caribbean,Cuba,California,157
Africa,Dem. Rep. Congo,California,1682
Near East/South Asia,Egypt,California,37
Latin America/Caribbean,El Salvador,California,559
Africa,Eritrea,California,763
Africa,Ethiopia,California,249
Africa,Gambia,California,2
Near East/South Asia,Gaza Strip,California,7
Europe,Georgia,California,5
Latin America/Caribbean,Guatemala,California,72
Africa,Guinea,California,1
Latin America/Caribbean,Honduras,California,36
Near East/South Asia,India,California,2
Near East/South Asia,Iran,California,12372
Near East/South Asia,Iraq,California,19509
Africa,Ivory Coast,California,5
Near East/South Asia,Jordan,California,6
Europe,Kazakhstan,California,79
Africa,Kenya,California,17
East Asia,"Korea, North",California,27
Near East/South Asia,Kuwait,California,1
Europe,Kyrgyzstan,California,21
East Asia,Laos,California,93
Europe,Latvia,California,5
Near East/South Asia,Lebanon,California,1
Africa,Liberia,California,14
Africa,Mali,California,1
Europe,Moldova,California,790
Near East/South Asia,Nepal,California,6
Africa,Nigeria,California,1
Near East/South Asia,Pakistan,California,113
Near East/South Asia,Palestine,California,271
Africa,Republic of South Sudan,California,8
Europe,Russia,California,610
Africa,Rwanda,California,22
Africa,Senegal,California,3
Africa,Sierra Leone,California,7
Africa,Somalia,California,1722
Africa,South Africa,California,1
Near East/South Asia,Sri Lanka (Ceylon),California,183
Africa,Sudan,California,190
Europe,Sweden,California,2
Near East/South Asia,Syria,California,2438
Europe,Tajikistan,California,5
Near East/South Asia,Tunisia,California,5
Europe,Turkmenistan,California,6
Africa,Uganda,California,66
Europe,Ukraine,California,3297
Europe,Uzbekistan,California,195
East Asia,Vietnam,California,96
Near East/South Asia,Yemen,California,3
Africa,Zimbabwe,California,2
Near East/South Asia,Afghanistan,Colorado,167
Europe,Armenia,Colorado,5
Near East/South Asia,Bangladesh,Colorado,7
Europe,Belarus,Colorado,55
Near East/South Asia,Bhutan,Colorado,2444
East Asia,Burma,Colorado,3689
Africa,Burundi,Colorado,75
Africa,Cameroon,Colorado,8
Africa,Central African Republic,Colorado,186
Africa,Chad,Colorado,3
East Asia,China,Colorado,26
Latin America/Caribbean,Colombia,Colorado,25
Africa,Congo,Colorado,20
Latin America/Caribbean,Cuba,Colorado,87
Africa,Dem. Rep. Congo,Colorado,1567
Near East/South Asia,Egypt,Colorado,2
Latin America/Caribbean,El Salvador,Colorado,31
Africa,Eritrea,Colorado,726
Africa,Ethiopia,Colorado,342
Africa,Gambia,Colorado,4
Europe,Georgia,Colorado,1
Latin America/Caribbean,Guatemala,Colorado,2
Latin America/Caribbean,Honduras,Colorado,2
Near East/South Asia,Iran,Colorado,125
Near East/South Asia,Iraq,Colorado,1824
Africa,Ivory Coast,Colorado,3
Europe,Kazakhstan,Colorado,7
Africa,Kenya,Colorado,2
East Asia,"Korea, North",Colorado,12
Africa,Liberia,Colorado,5
Near East/South Asia,Libya,Colorado,2
Africa,Malawi,Colorado,1
Africa,Mali,Colorado,1
Africa,Mauritania,Colorado,17
Europe,Moldova,Colorado,27
Near East/South Asia,Nepal,Colorado,5
Near East/South Asia,Pakistan,Colorado,18
Near East/South Asia,Palestine,Colorado,41
Africa,Republic of South Sudan,Colorado,6
Europe,Russia,Colorado,62
Africa,Rwanda,Colorado,60
Near East/South Asia,Saudi Arabia,Colorado,1
Africa,Senegal,Colorado,6
Africa,Sierra Leone,Colorado,1
Africa,Somalia,Colorado,1417
Near East/South Asia,Sri Lanka (Ceylon),Colorado,15
Africa,Sudan,Colorado,199
Near East/South Asia,Syria,Colorado,265
East Asia,Tibet,Colorado,21
Africa,Uganda,Colorado,11
Europe,Ukraine,Colorado,204
Europe,Uzbekistan,Colorado,6
East Asia,Vietnam,Colorado,22
Near East/South Asia,Yemen,Colorado,1
Africa,Zimbabwe,Colorado,2
Near East/South Asia,Afghanistan,Connecticut,166
Near East/South Asia,Algeria,Connecticut,2
Africa,Angola,Connecticut,3
Europe,Azerbaijan,Connecticut,2
Near East/South Asia,Bhutan,Connecticut,266
East Asia,Burma,Connecticut,530
Africa,Burundi,Connecticut,27
Africa,Cameroon,Connecticut,1
Africa,Central African Republic,Connecticut,17
Latin America/Caribbean,Colombia,Connecticut,63
Africa,Congo,Connecticut,1
Latin America/Caribbean,Cuba,Connecticut,60
Africa,Dem. Rep. Congo,Connecticut,859
Africa,Eritrea,Connecticut,333
Africa,Ethiopia,Connecticut,52
Latin America/Caribbean,Guatemala,Connecticut,3
Africa,Guinea,Connecticut,3
Latin America/Caribbean,Honduras,Connecticut,1
East Asia,Indonesia,Connecticut,1
Near East/South Asia,Iran,Connecticut,46
Near East/South Asia,Iraq,Connecticut,781
Africa,Ivory Coast,Connecticut,4
Africa,Liberia,Connecticut,15
Near East/South Asia,Morocco,Connecticut,1
Near East/South Asia,Pakistan,Connecticut,12
Near East/South Asia,Palestine,Connecticut,20
Europe,Russia,Connecticut,15
Africa,Rwanda,Connecticut,16
Africa,Senegal,Connecticut,1
Africa,Sierra Leone,Connecticut,1
Africa,Somalia,Connecticut,466
Near East/South Asia,Sri Lanka (Ceylon),Connecticut,9
Africa,Sudan,Connecticut,120
Near East/South Asia,Syria,Connecticut,532
Near East/South Asia,Tunisia,Connecticut,1
Europe,Ukraine,Connecticut,20
Europe,United Kingdom,Connecticut,1
Near East/South Asia,Afghanistan,Delaware,2
East Asia,Burma,Delaware,27
Africa,Central African Republic,Delaware,3
Africa,Dem. Rep. Congo,Delaware,17
Africa,Eritrea,Delaware,8
Near East/South Asia,Iran,Delaware,1
Near East/South Asia,Iraq,Delaware,3
Near East/South Asia,Pakistan,Delaware,5
Near East/South Asia,Sri Lanka (Ceylon),Delaware,3
Near East/South Asia,Syria,Delaware,3
Europe,Ukraine,Delaware,4
Near East/South Asia,Afghanistan,District of Columbia,7
East Asia,Burma,District of Columbia,1
East Asia,China,District of Columbia,5
Africa,Congo,District of Columbia,1
Africa,Dem. Rep. Congo,District of Columbia,8
Latin America/Caribbean,El Salvador,District of Columbia,1
Africa,Eritrea,District of Columbia,33
Africa,Ethiopia,District of Columbia,9
Near East/South Asia,Iran,District of Columbia,3
Near East/South Asia,Iraq,District of Columbia,51
Africa,Ivory Coast,District of Columbia,1
Near East/South Asia,Pakistan,District of Columbia,4
Africa,Somalia,District of Columbia,3
Africa,Uganda,District of Columbia,1
Near East/South Asia,Afghanistan,Florida,189
Europe,Azerbaijan,Florida,1
Europe,Belarus,Florida,1
Near East/South Asia,Bhutan,Florida,331
East Asia,Burma,Florida,3141
Africa,Burundi,Florida,52
East Asia,Cambodia,Florida,7
Africa,Central African Republic,Florida,55
Africa,Chad,Florida,1
Latin America/Caribbean,Colombia,Florida,808
Africa,Congo,Florida,18
Latin America/Caribbean,Cuba,Florida,11023
Africa,Dem. Rep. Congo,Florida,2218
Near East/South Asia,Egypt,Florida,4
Latin America/Caribbean,El Salvador,Florida,103
Africa,Eritrea,Florida,640
Africa,Ethiopia,Florida,232
Latin America/Caribbean,Guatemala,Florida,33
Latin America/Caribbean,Haiti,Florida,17
Latin America/Caribbean,Honduras,Florida,49
Near East/South Asia,Iran,Florida,259
Near East/South Asia,Iraq,Florida,2364
Africa,Ivory Coast,Florida,9
Latin America/Caribbean,Jamaica,Florida,2
Near East/South Asia,Jordan,Florida,4
Europe,Kazakhstan,Florida,16
East Asia,"Korea, North",Florida,4
Near East/South Asia,Kuwait,Florida,5
Europe,Kyrgyzstan,Florida,6
Africa,Liberia,Florida,8
Europe,Moldova,Florida,6
Near East/South Asia,Nepal,Florida,2
Africa,Nigeria,Florida,2
Near East/South Asia,Pakistan,Florida,46
Near East/South Asia,Palestine,Florida,13
Africa,Republic of South Sudan,Florida,6
Europe,Russia,Florida,92
Africa,Rwanda,Florida,15
Near East/South Asia,Saudi Arabia,Florida,1
Africa,Somalia,Florida,388
Near East/South Asia,Sri Lanka (Ceylon),Florida,14
Africa,Sudan,Florida,442
Near East/South Asia,Syria,Florida,1160
Africa,Tanzania,Florida,2
Africa,Togo,Florida,6
Near East/South Asia,Tunisia,Florida,2
Africa,Uganda,Florida,6
Europe,Ukraine,Florida,405
Near East/South Asia,United Arab Emirates,Florida,1
Europe,Uzbekistan,Florida,4
Latin America/Caribbean,Venezuela,Florida,7
East Asia,Vietnam,Florida,31
Near East/South Asia,Yemen,Florida,2
Near East/South Asia,Afghanistan,Georgia,546
Near East/South Asia,Algeria,Georgia,2
Near East/South Asia,Bangladesh,Georgia,6
Europe,Belarus,Georgia,3
Near East/South Asia,Bhutan,Georgia,4463
East Asia,Burma,Georgia,6198
Africa,Burundi,Georgia,156
Africa,Cameroon,Georgia,3
Africa,Central African Republic,Georgia,296
Africa,Chad,Georgia,4
East Asia,China,Georgia,11
Latin America/Caribbean,Colombia,Georgia,129
Africa,Congo,Georgia,13
Latin America/Caribbean,Cuba,Georgia,290
Africa,Dem. Rep. Congo,Georgia,2914
Latin America/Caribbean,Ecuador,Georgia,1
Latin America/Caribbean,El Salvador,Georgia,183
Africa,Eritrea,Georgia,920
Africa,Ethiopia,Georgia,433
Africa,Gambia,Georgia,1
Africa,Ghana,Georgia,4
Latin America/Caribbean,Guatemala,Georgia,13
Africa,Guinea,Georgia,2
Latin America/Caribbean,Honduras,Georgia,25
Near East/South Asia,India,Georgia,2
East Asia,Indonesia,Georgia,1
Near East/South Asia,Iran,Georgia,658
Near East/South Asia,Iraq,Georgia,1758
Africa,Ivory Coast,Georgia,16
Latin America/Caribbean,Jamaica,Georgia,4
Africa,Kenya,Georgia,4
East Asia,"Korea, North",Georgia,3
Near East/South Asia,Kuwait,Georgia,1
East Asia,Laos,Georgia,7
Africa,Liberia,Georgia,35
Europe,Moldova,Georgia,64
Europe,Mongolia,Georgia,2
Near East/South Asia,Nepal,Georgia,14
Africa,Niger,Georgia,1
Africa,Nigeria,Georgia,2
Near East/South Asia,Pakistan,Georgia,219
Near East/South Asia,Palestine,Georgia,160
Africa,Republic of South Sudan,Georgia,13
Europe,Russia,Georgia,25
Africa,Rwanda,Georgia,40
Africa,Sierra Leone,Georgia,3
Africa,Somalia,Georgia,1954
Near East/South Asia,Sri Lanka (Ceylon),Georgia,75
Africa,Sudan,Georgia,455
Near East/South Asia,Syria,Georgia,670
East Asia,Thailand,Georgia,3
Africa,Togo,Georgia,7
Near East/South Asia,Tunisia,Georgia,1
Near East/South Asia,Turkey,Georgia,1
Africa,Uganda,Georgia,20
Europe,Ukraine,Georgia,171
Europe,Uzbekistan,Georgia,5
Latin America/Caribbean,Venezuela,Georgia,1
East Asia,Vietnam,Georgia,32
Africa,Zimbabwe,Georgia,2
East Asia,Burma,Hawaii,13
East Asia,China,Hawaii,1
Near East/South Asia,Iraq,Hawaii,4
Europe,Ukraine,Hawaii,1
Near East/South Asia,Afghanistan,Idaho,277
Europe,Belarus,Idaho,9
Near East/South Asia,Bhutan,Idaho,942
Africa,Botswana,Idaho,1
East Asia,Burma,Idaho,1131
Africa,Burundi,Idaho,75
Africa,Cameroon,Idaho,1
Africa,Central African Republic,Idaho,38
Africa,Chad,Idaho,1
Latin America/Caribbean,Colombia,Idaho,46
Africa,Congo,Idaho,20
Latin America/Caribbean,Cuba,Idaho,15
Africa,Dem. Rep. Congo,Idaho,2253
Africa,Eritrea,Idaho,365
Africa,Ethiopia,Idaho,40
Africa,Guinea,Idaho,1
Africa,Guinea - Bissau,Idaho,4
Near East/South Asia,Iran,Idaho,180
Near East/South Asia,Iraq,Idaho,1039
Africa,Ivory Coast,Idaho,10
Africa,Kenya,Idaho,2
Africa,Liberia,Idaho,2
Africa,Mali,Idaho,2
Near East/South Asia,Nepal,Idaho,3
Near East/South Asia,Pakistan,Idaho,47
Near East/South Asia,Palestine,Idaho,44
Africa,Republic of South Sudan,Idaho,10
Europe,Russia,Idaho,24
Africa,Rwanda,Idaho,30
Africa,Sierra Leone,Idaho,2
Africa,Somalia,Idaho,602
Africa,Sudan,Idaho,278
Near East/South Asia,Syria,Idaho,228
Africa,Uganda,Idaho,2
Europe,Ukraine,Idaho,104
Europe,Uzbekistan,Idaho,39
Near East/South Asia,Afghanistan,Illinois,349
Near East/South Asia,Bangladesh,Illinois,1
Europe,Belarus,Illinois,15
Africa,Benin,Illinois,1
Near East/South Asia,Bhutan,Illinois,1957
Africa,Burkina Faso (UVolta),Illinois,1
East Asia,Burma,Illinois,5432
Africa,Burundi,Illinois,121
Africa,Cameroon,Illinois,3
Africa,Central African Republic,Illinois,153
East Asia,China,Illinois,9
Latin America/Caribbean,Colombia,Illinois,66
Africa,Congo,Illinois,37
Latin America/Caribbean,Cuba,Illinois,148
Africa,Dem. Rep. Congo,Illinois,2040
Near East/South Asia,Egypt,Illinois,5
Latin America/Caribbean,El Salvador,Illinois,17
Africa,Eritrea,Illinois,446
Africa,Ethiopia,Illinois,181
Africa,Gabon,Illinois,1
Africa,Gambia,Illinois,1
Africa,Guinea,Illinois,2
Latin America/Caribbean,Haiti,Illinois,5
Latin America/Caribbean,Honduras,Illinois,10
Near East/South Asia,Iran,Illinois,593
Near East/South Asia,Iraq,Illinois,5502
Africa,Ivory Coast,Illinois,36
Near East/South Asia,Jordan,Illinois,9
East Asia,"Korea, North",Illinois,15
Near East/South Asia,Kuwait,Illinois,10
Europe,Kyrgyzstan,Illinois,4
Europe,Latvia,Illinois,2
Near East/South Asia,Lebanon,Illinois,1
Africa,Liberia,Illinois,30
Africa,Mali,Illinois,5
Europe,Moldova,Illinois,77
Near East/South Asia,Nepal,Illinois,5
Near East/South Asia,Pakistan,Illinois,115
Near East/South Asia,Palestine,Illinois,103
Africa,Republic of South Sudan,Illinois,22
Europe,Russia,Illinois,41
Africa,Rwanda,Illinois,57
Africa,Senegal,Illinois,10
Africa,Sierra Leone,Illinois,3
Africa,Somalia,Illinois,488
Near East/South Asia,Sri Lanka (Ceylon),Illinois,13
Africa,Sudan,Illinois,377
Europe,Sweden,Illinois,1
Near East/South Asia,Syria,Illinois,1289
East Asia,Thailand,Illinois,1
Africa,Togo,Illinois,5
Europe,Turkmenistan,Illinois,1
Africa,Uganda,Illinois,30
Europe,Ukraine,Illinois,268
Europe,Uzbekistan,Illinois,21
East Asia,Vietnam,Illinois,25
Near East/South Asia,Yemen,Illinois,12
Africa,Zimbabwe,Illinois,8
Near East/South Asia,Afghanistan,Indiana,43
Near East/South Asia,Bhutan,Indiana,132
East Asia,Burma,Indiana,9610
Africa,Burundi,Indiana,30
East Asia,Cambodia,Indiana,1
Africa,Central African Republic,Indiana,27
Africa,Chad,Indiana,1
East Asia,China,Indiana,16
Latin America/Caribbean,Colombia,Indiana,5
Africa,Congo,Indiana,1
Latin America/Caribbean,Cuba,Indiana,29
Africa,Dem. Rep. Congo,Indiana,1013
Latin America/Caribbean,El Salvador,Indiana,16
Africa,Eritrea,Indiana,199
Africa,Ethiopia,Indiana,73
Latin America/Caribbean,Guatemala,Indiana,7
Africa,Guinea,Indiana,2
Latin America/Caribbean,Honduras,Indiana,3
East Asia,Indonesia,Indiana,4
Near East/South Asia,Iran,Indiana,40
Near East/South Asia,Iraq,Indiana,465
Africa,Ivory Coast,Indiana,1
Near East/South Asia,Jordan,Indiana,2
East Asia,"Korea, North",Indiana,1
Africa,Liberia,Indiana,5
East Asia,Malaysia,Indiana,1
Europe,Moldova,Indiana,24
Near East/South Asia,Pakistan,Indiana,15
Near East/South Asia,Palestine,Indiana,30
Europe,Russia,Indiana,11
Africa,Rwanda,Indiana,11
Africa,Somalia,Indiana,395
Africa,South Africa,Indiana,1
Near East/South Asia,Sri Lanka (Ceylon),Indiana,1
Africa,Sudan,Indiana,153
Near East/South Asia,Syria,Indiana,348
East Asia,Thailand,Indiana,1
Africa,Uganda,Indiana,2
Europe,Ukraine,Indiana,31
Near East/South Asia,Yemen,Indiana,2
Near East/South Asia,Afghanistan,Iowa,7
Near East/South Asia,Bhutan,Iowa,823
East Asia,Burma,Iowa,2422
Africa,Burundi,Iowa,48
Africa,Cameroon,Iowa,2
Africa,Central African Republic,Iowa,3
Latin America/Caribbean,Cuba,Iowa,10
Africa,Dem. Rep. Congo,Iowa,1241
Latin America/Caribbean,El Salvador,Iowa,8
Africa,Eritrea,Iowa,434
Africa,Ethiopia,Iowa,42
Latin America/Caribbean,Honduras,Iowa,1
Near East/South Asia,India,Iowa,1
Near East/South Asia,Iraq,Iowa,399
Africa,Kenya,Iowa,1
Africa,Liberia,Iowa,10
Near East/South Asia,Nepal,Iowa,4
Near East/South Asia,Pakistan,Iowa,18
East Asia,Philippines,Iowa,1
Africa,Republic of South Sudan,Iowa,12
Africa,Rwanda,Iowa,3
Africa,Somalia,Iowa,224
Africa,Sudan,Iowa,155
Near East/South Asia,Syria,Iowa,128
Africa,Togo,Iowa,5
East Asia,Vietnam,Iowa,9
Africa,Zimbabwe,Iowa,2
Near East/South Asia,Afghanistan,Kansas,40
Near East/South Asia,Bhutan,Kansas,507
East Asia,Burma,Kansas,1734
Africa,Burundi,Kansas,12
Africa,Central African Republic,Kansas,16
East Asia,China,Kansas,1
Latin America/Caribbean,Cuba,Kansas,66
Africa,Dem. Rep. Congo,Kansas,1187
Latin America/Caribbean,El Salvador,Kansas,3
Africa,Eritrea,Kansas,277
Africa,Ethiopia,Kansas,47
Near East/South Asia,Iran,Kansas,55
Near East/South Asia,Iraq,Kansas,297
Africa,Liberia,Kansas,2
Near East/South Asia,Nepal,Kansas,1
Africa,Nigeria,Kansas,1
Near East/South Asia,Pakistan,Kansas,6
Near East/South Asia,Palestine,Kansas,4
Africa,Republic of South Sudan,Kansas,6
Europe,Russia,Kansas,2
Africa,Somalia,Kansas,444
Africa,Sudan,Kansas,175
Near East/South Asia,Syria,Kansas,58
Africa,Uganda,Kansas,1
Europe,Ukraine,Kansas,8
Latin America/Caribbean,Venezuela,Kansas,5
East Asia,Vietnam,Kansas,18
Near East/South Asia,Afghanistan,Kentucky,131
Africa,Angola,Kentucky,2
Europe,Azerbaijan,Kentucky,7
Near East/South Asia,Bangladesh,Kentucky,1
Near East/South Asia,Bhutan,Kentucky,2121
East Asia,Burma,Kentucky,3523
Africa,Burundi,Kentucky,160
Africa,Cameroon,Kentucky,2
Africa,Central African Republic,Kentucky,7
East Asia,China,Kentucky,1
Africa,Congo,Kentucky,19
Latin America/Caribbean,Cuba,Kentucky,682
Africa,Dem. Rep. Congo,Kentucky,4060
Latin America/Caribbean,El Salvador,Kentucky,2
Africa,Eritrea,Kentucky,139
Africa,Ethiopia,Kentucky,54
Africa,Gabon,Kentucky,1
Near East/South Asia,Iran,Kentucky,40
Near East/South Asia,Iraq,Kentucky,2042
Africa,Ivory Coast,Kentucky,24
Near East/South Asia,Jordan,Kentucky,1
Africa,Kenya,Kentucky,7
East Asia,"Korea, North",Kentucky,9
Near East/South Asia,Lebanon,Kentucky,3
Africa,Liberia,Kentucky,11
Europe,Moldova,Kentucky,5
Near East/South Asia,Nepal,Kentucky,15
East Asia,New Zealand,Kentucky,5
Africa,Nigeria,Kentucky,1
Near East/South Asia,Pakistan,Kentucky,106
Near East/South Asia,Palestine,Kentucky,90
Europe,Russia,Kentucky,12
Africa,Rwanda,Kentucky,67
Africa,Senegal,Kentucky,1
Africa,Somalia,Kentucky,2083
Near East/South Asia,Sri Lanka (Ceylon),Kentucky,18
Africa,Sudan,Kentucky,214
Near East/South Asia,Syria,Kentucky,510
Africa,Tanzania,Kentucky,1
Near East/South Asia,Tunisia,Kentucky,1
Africa,Uganda,Kentucky,1
Europe,Ukraine,Kentucky,157
Europe,Uzbekistan,Kentucky,6
East Asia,Vietnam,Kentucky,13
Near East/South Asia,Afghanistan,Louisiana,45
Near East/South Asia,Bhutan,Louisiana,44
East Asia,Burma,Louisiana,483
Africa,Burundi,Louisiana,4
Africa,Central African Republic,Louisiana,16
East Asia,China,Louisiana,1
Latin America/Caribbean,Colombia,Louisiana,32
Africa,Congo,Louisiana,4
Latin America/Caribbean,Cuba,Louisiana,156
Africa,Dem. Rep. Congo,Louisiana,121
Latin America/Caribbean,El Salvador,Louisiana,2
Africa,Eritrea,Louisiana,85
Africa,Ethiopia,Louisiana,25
Latin America/Caribbean,Guatemala,Louisiana,1
Latin America/Caribbean,Honduras,Louisiana,3
Near East/South Asia,Iran,Louisiana,3
Near East/South Asia,Iraq,Louisiana,383
Near East/South Asia,Kuwait,Louisiana,3
Africa,Liberia,Louisiana,1
Near East/South Asia,Pakistan,Louisiana,2
Africa,Somalia,Louisiana,47
Africa,Sudan,Louisiana,28
Near East/South Asia,Syria,Louisiana,105
East Asia,Vietnam,Louisiana,8
Near East/South Asia,Yemen,Louisiana,1
Near East/South Asia,Afghanistan,Maine,52
East Asia,Burma,Maine,35
Africa,Burundi,Maine,33
Africa,Central African Republic,Maine,9
Latin America/Caribbean,Cuba,Maine,3
Africa,Dem. Rep. Congo,Maine,415
Africa,Eritrea,Maine,35
Africa,Ethiopia,Maine,55
Latin America/Caribbean,Honduras,Maine,6
Near East/South Asia,Iran,Maine,20
Near East/South Asia,Iraq,Maine,994
Africa,Kenya,Maine,2
Africa,Republic of South Sudan,Maine,1
Europe,Russia,Maine,4
Africa,Rwanda,Maine,1
Africa,Somalia,Maine,1056
Africa,Sudan,Maine,52
Near East/South Asia,Syria,Maine,78
Europe,Ukraine,Maine,2
Europe,Uzbekistan,Maine,3
East Asia,Vietnam,Maine,5
Near East/South Asia,Afghanistan,Maryland,234
Europe,Azerbaijan,Maryland,5
Europe,Belarus,Maryland,16
Near East/South Asia,Bhutan,Maryland,1596
East Asia,Burma,Maryland,2683
Africa,Burundi,Maryland,66
East Asia,Cambodia,Maryland,7
Africa,Cameroon,Maryland,3
Africa,Central African Republic,Maryland,60
Africa,Chad,Maryland,1
East Asia,China,Maryland,4
Latin America/Caribbean,Colombia,Maryland,68
Africa,Congo,Maryland,6
Latin America/Caribbean,Cuba,Maryland,73
Africa,Dem. Rep. Congo,Maryland,1327
Near East/South Asia,Egypt,Maryland,3
Latin America/Caribbean,El Salvador,Maryland,307
Africa,Eritrea,Maryland,1191
Africa,Ethiopia,Maryland,336
Africa,Gambia,Maryland,4
Africa,Ghana,Maryland,2
Latin America/Caribbean,Guatemala,Maryland,32
Africa,Guinea,Maryland,1
Latin America/Caribbean,Honduras,Maryland,28
East Asia,Indonesia,Maryland,1
Near East/South Asia,Iran,Maryland,389
Near East/South Asia,Iraq,Maryland,1303
Africa,Ivory Coast,Maryland,17
Europe,Kazakhstan,Maryland,2
East Asia,"Korea, North",Maryland,5
Europe,Kyrgyzstan,Maryland,4
East Asia,Laos,Maryland,1
Africa,Liberia,Maryland,9
Africa,Mauritania,Maryland,4
Europe,Moldova,Maryland,9
Near East/South Asia,Nepal,Maryland,3
Near East/South Asia,Pakistan,Maryland,180
Near East/South Asia,Palestine,Maryland,27
Africa,Republic of South Sudan,Maryland,16
Europe,Russia,Maryland,41
Africa,Rwanda,Maryland,6
Africa,Sierra Leone,Maryland,12
Africa,Somalia,Maryland,182
Near East/South Asia,Sri Lanka (Ceylon),Maryland,20
Africa,Sudan,Maryland,400
Near East/South Asia,Syria,Maryland,628
East Asia,Tibet,Maryland,4
Africa,Uganda,Maryland,8
Europe,Ukraine,Maryland,46
East Asia,Vietnam,Maryland,3
